Date,Time,Author,Headline,Body,Source,Link
2020-09-15,21:05:02,Our Correspondent,Ramsi suicide case: Lakshmi Pramod seeks anticipatory bail,"Kollam: Television serial actress Lakshmi Pramod has moved an anticipatory bail petition before a Kollam court in connection with the suicide of Ramsi, a young woman belonging to Kottiyam in the district. Ramsi (24) had resorted to the extreme step after a youth named Harris had backtracked from marrying her. Lakshmi is the wife of Harris’s elder brother. Ramsi and Lakshmi were earlier close and had even made some TikTok videos together. The messages and conversations between the two would prove crucial evidence in the case, according to the police. Officials also said that Lakshmi would be made an accused in the case. Meanwhile, Lakshmi and all the other accused, except Harris, are now absconding. The actress and her husband were questioned by the police last week. There were reports that Lakshmi would be probed in the case related to the forging of a marriage certificate to carry out an abortion on Ramsi when she was three months pregnant. It was on September 3 that Ramsi took her own life. She and Harris were in a relationship for several years and their wedding too was fixed. However, Harris backtracked from marriage reportedly after receiving a proposal from a girl belonging to an affluent family and unable to bear the loss, Ramsi killed herself. Crime Branch probe sought
 Meanwhile, alleging that the local police officials are adopting a soft approach towards the accused, Ramsi’s family has demanded a Crime Branch probe in the case. The accused have been charged with weak sections of the Indian Penal Code, Ramsi’s relatives pointed out.
 Ramsi’s father Rahim also told ‘Manorama Online’ that he would approach the Chief Minister seeking a high-level enquiry into his daughter’s death. “There is an attempt to end the investigation with the arrest of Harris, the main accused. Till now, the local police have only arrested one person. The others involved, including Lakshmi, were summoned for questioning just once,” said Rahim. He also alleged that there was a move to save Lakshmi utilizing top connections. “The police claim that the actress is absconding and are making the clichéd statement that the evidence is being collected,” he added. “Moreover, the probe is being deliberately delayed under the ruse that two police officers are in quarantine. That nobody except Harris has been arrested despite the availability of sufficient proof shows that the investigation is heading in the wrong direction,” said Ramsi’s father. He sought the immediate arrest of Harris’s mother, who had mentally harassed Ramsi and was an accomplice in cheating the young woman of her money and jewellery. She had also allegedly forced Ramsi to carry out an abortion. At the same time, Rahim said that he would fight until his daughter received justice.",Manorama,https://www.onmanorama.com/news/kerala/2020/09/15/ramsi-suicide-case-lakshmi-pramod-seeks-anticipatory-bail.html
2020-09-15,21:37:00,Reuters,"Amid stand-off, India doubles budget for roads and bridges on China border","New Delhi: India has doubled the budget for vital roads and bridges along the undemarcated border with China in recent years in response to Beijing's rapid infrastructure development on its side, the Indian defence minister said on Tuesday. Troops of the two countries are locked in their most serious face-offs for years along the Line of Actual Control (LAC) or informal border in the western Himalayas, raising fears of a broader conflict. One of the reasons for the tensions has been India's recent construction of roads and airfields near the border in the Ladakh region bordering Tibet, the Chinese side has said. Defence Minister Rajnath Singh told parliament that China had been building up its infrastructure in the remote mountains for decades and the government was trying to close the gap. ""Our government too has stepped up the budget for border infrastructure development to about double the previous levels. As a result, more roads and bridges have been completed in the border areas,"" he said. He provided no figure. Military officials say the development of roads and airfields on both sides of the border has also helped troops mobilise quickly in large numbers and in close proximity at some points in the Ladakh area. Singh said Indian and Chinese troops have had face-offs on the unsettled border in the past, but the scale of deployment of troops and the number of disputed areas was much more than the past. ""As of now, the Chinese side has mobilized a large number of troops and armaments along the LAC as well as in the depth areas,"" he said, listing Gogra, Kongka La and the north and south banks of the Pangong lake as ""friction points."" ""In response to China’s actions, our armed forces have also made appropriate counter deployments in these areas to ensure that India’s security interests are fully protected,"" he said to the thumping of desks in parliament.",Manorama,https://www.onmanorama.com/news/nation/2020/09/15/india-china-border-strife-line-of-actual-control-rajnath-singh.html
2020-09-16,08:45:11,IANS,KKR have the firepower to go all the way,"Kolkata Knight Riders (KKR) will look to the make the most of an efficient leadership group coupled with world-class performers in their bid to bounce back after the two-time champions flattered to deceive last season, crashing out of the play-off zone for the first time since 2015.

As part of the preparations for the 13th edition, beginning in the United Arab Emirates (UAE) on September 19, KKR snapped up star Australian seamer Pat Cummins for a record Rs.15.5 crore, the most expensive overseas purchase in the history of the IPL. But it was the signing of England's ODI World Cup-winning skipper Eoin Morgan that further added to their arsenal, not only for the left-hander's batting exploits but also his skills as a leader, besides captain Dinesh Karthik.

Karthik was not at his best donning the skipper's hat last time as the team finished fifth. The wicket-keeper-batsman's decisions were frowned upon by sceptics and the team suffered from inconsistency. KKR's mentor David Hussey said at a recent media interaction from Abu Dhabi that Morgan would be a great ally to Karthik and his calm demeanour can help the team win matches. ""He is a World Cup-winning captain. He has captained England for a long time -- classy player. He will be a great ally for Dinesh Karthik,"" former Australia and KKR batsman Hussey said.

""Maybe fielding in the ring and talking to the bowlers while our captain's behind the stumps, keeping wickets. He is also a very cool calm and collected person so...he will be very handy in the middle order controlling things with our captain as well.""

Batting wise, KKR were over reliant on Andre Russell with the big-hitting West Indies all-rounder scoring 510 runs in 13 innings despite batting lower down the order, something which was not to his liking.

This time the middle order will get the much needed support from Morgan besides Karthik and Nitish Rana. The hugely talented Shubman Gill will be expected to open the batting along with Sunil Narine who had a strike-rate of 150-plus last time opening the batting. For firepower there is dashing England opener Tom Banton who can bat anywhere as seen in the England-Australia T20 series recently.

KKR's bowling was abysmal last season with Russell topping the list of wicket-takers with 11 scalps. The spin trio comprising Sunil Narine, Kuldeep Yadav and Piyush Chawla failed miserably, though the West Indian had found some form at the back end of the league stage and finished with 10 wickets in 12 games with an economy rate of 7.82.

Lockie Ferguson, Prasidh Krishna and Harry Gurney were expected to be the X-factor but could not produce the spark as they were treated with disdain by the opponent batters.

In contrast, Kerala pacer Sandeep Warrier, who was a late replacement of injured seamer Kamlesh Nagarkoti, impressed with his control and accuracy with the new ball in the three games he played.

This time, KKR will have Cummins to bank on, besides a much improved Ferguson and the likes of Warrier and Prasidh Krishna for backup. KKR will also have the services of USA fast bowler Ali Khan who has replaced Gurney.

Strengths

KKR's strength will be the balance in all departments. From a leadership point of view, Morgan and Cummins will be there to assist Karthik. There is firepower and talent across the batting and bowling arsenal and on a given day, KKR has match-winners who can blow any opposition away.

Weaknesses

KKR can tread an inconsistent path and at times their decision making leaves much to be desired. Karthik drew flak for his leadership last season and although he has Morgan by his side, the seasoned campaigner would do well to be more flexible this time and cut the coat according to the cloth. The spinners floundered last time and if the same happens this season, there could be pressure on Cummins and Co. to deliver in warm conditions where they need to manage their workload.

Squad: Andre Russell, Dinesh Karthik (capt & wk), Ali Khan, Kamlesh Nagarkoti, Kuldeep Yadav, Lockie Ferguson, Nitish Rana, Prasidh Krishna, Rinku Singh, Sandeep Warrier, Shivam Mavi, Shubman Gill, Siddhesh Lad, Sunil Narine, Pat Cummins, Eoin Morgan, Varun Chakravarthy, Tom Banton, Rahul Tripathi, Chris Green, M Siddharth, Praveen Tambe, Nikhil Naik (wk).
",Manorama,https://www.onmanorama.com/sports/cricket/2020/09/16/ipl-2020-kolkata-knight-riders-uae-karthik-morgan-russell-cummins.html
2020-09-15,20:56:39,Onmanorama Staff,"Kerala records 3,215 new COVID-19 cases on Tuesday, 2,532 recover","Kerala recorded 3,215 new COVID-19 cases and 2,532 recoveries on Tuesday. Of Tuesday's cases, 3,013 contracted the disease through contact. Among them, the source of infection of 313 is yet to be traced, Chief Minister Pinarayi Vijayan said during his evening briefing. There are 89 health workers among the newly infected: 31 from Kannur, 23 from Thiruvananthapuram, 8 from Malappuram, 7 from Ernakulam, 6 from Pathanamthitta, 5 from Thrissur, 4 from Kasaragod, 3 from Palakkad, and one each from Alappuzha and Wayanad. Twelve deaths were confirmed in the state due to the disease taking the official toll to 466. Forty-three of the newly-infected came from abroad while 70 came from other states. The state has reported 114,033 COVID-19 cases so far, out of which 82,345 persons recovered. The remaining 31,156 patients are being treated in various hospitals. Key points from the CM's press meet: • Coronavirus pandemic has invited comparisons with 1918's Spanish Flu. It had 50 crore infected, 5 crore deaths. Despite our scientific advances, COVID has infected 3 crore and resulted in 10 lakh deaths. In India alone, 50 lakhs infected and 80,000 died. • We will overcome COVID just like we overcame Spanish flu. It's no doubt a test of humanity, against an unseen enemy. We should not let our negligence falter our steps in this fight. The threats are very real. • On Tuesday, 5901 incidents of people not wearing masks were reported in the state. • Also disheartening is how few factions are spreading false information regarding the ineffectiveness of precautionary measures designed to curb coronavirus. This registration is a dangerous predicament, one that can result in severe consequences. • If you look at the data from the last few weeks, it is evident that contact cases form the largest contributor to daily COVID spikes. • We must not let our guard now. Not now. Not ever. The idea that our measures are ineffective must be discarded. They have been effective in curbing COVID threat in the state to a large extent. • The credit goes to the restraint of the people of our state, their consideration, and of course, the efforts of our health personnel. • New waves of COVID are imminent in Europe and elsewhere, study reveals. We have been able to restrict such an occurrence in the State so far. Our efforts will be ramped up in coming days to curb the virus further. As mentioned earlier, daily tests will be increased to 50K. • This ""protest"" outside the Secretariat in these days of COVID crisis is a concern. It is in violation of the directives issued by the Health Department. We welcome the High Court's intervention in this matter. Yet, these protests continue - without masks, not heeding social distance and in complete disregard of COVID rules. It is disrupting the peace in the state. It cannot be allowed. It's Kerala govt's responsibility - no matter what party is at the helm - to see it to an end, immediately, the CM said. • The fact that leaders who represent the people too are among the protests is also another matter of concern. It is reinforcing the idea that COVID measures are needless. He added. • Volunteers have been instrumental in aiding the state in its efforts to curb coronavirus. CM urged more youngsters to come forward. The state will welcome the efforts of our youngsters. They will play a big role in our fight against coronavirus. Here's the district-wise break-up of today's cases: Thiruvananthapuram - 656 (626 contact cases)
Malappuram - 348 (324)
Alappuzha - 338 (327)
Kozhikode - 260 (256)
Ernakulam - 239 (229)
Kollam - 234 (229)
Kannur - 213 (165)
Kottayam - 192 (189)
Thrissur - 188 (180)
Kasaragod - 172 (168)
Pathanamthitta - 146 (99)
Palakkad - 136 (132)
Wayanad - 64 (62)
Idukki - 29 (27) District-wise break-up of today's recoveries: Thiruvananthapuram - 268
Kollam - 151
Pathanamthitta - 122
Alappuzha - 234
Kottayam - 138
Idukki - 43
Ernakulam - 209
Thrissur - 120
Palakkad - 120
Malappuram - 303
Kozhikode - 306
Wayanad - 32
Kannur - 228
Kasaragod - 258 Testing & quarantine There are 2,08,141 people under observation across the state. Of them, 1,85,514 are under home/institutional quarantine while 22,627 are in hospitals. As many as 2,324 were admitted in hospitals on Thursday. So far, 21,98,858 samples were tested in the state. A total of 41,054 samples were tested in 24 hours. In addition, as part of Sentinel Surveillance, 1,90,612 more samples were tested from priority groups. Twelve new regions were designated as hotspots in the state while 10 regions have been excluded from the list. There are currently 617 hotspots in the state.",Manorama,https://www.onmanorama.com/news/kerala/2020/09/15/kerala-coronavirus-cases-recoveries-tuesday-evening-update.html
2020-09-15,17:13:22,Onmanorama Staff,Statewide agitations demanding Jaleel's resignation turn street fights with police in many places,"For the fourth day in a row, the youth wings of various political outfits continued their mass agitations in various parts of the state demanding the resignation of higher education minister K T Jaleel. In Kannur, BJP's youth outfit Yuva Morcha took out a march to industries minister's E P Jayarajn's house in Pappinessery demanding that he step down for attempting to destroy evidence of his son's involvement in gold smuggling. The marches turned violent in many places. The Youth Congress march in front of Secretariat demanding Jaleel's ouster turned violent with the police hurling grenades, firing tear gas shells and bludgeoning protesters with batons. Youth Congress president Shafi Parambil and vice president K Sabrinathan, both MLAs, were reportedly injured in the lathi charge. Yuva Morcha and Social Democrtic Prty of India (SDPI) followers also took out marches to the Secretariat on Tuesday. The SDPI activists burnt Jaleel in effigy in front of the Secretariat. In both the cases, the police had to exert force. The marches taken out by BJP's youth outfit Yuva Morcha and another sister outfit, Mahila Morcha, in Kollam also caused the police to employ high-speed water cannons. The march that Yuva Morcha took to the Palakkad Collectorate, too, culminated in the police using force to keep the agitators in control. Mahila Morcha took out a march in Ernakulam, to Kanayannoor taluk office. When women activists attempted to push down the police barricade, water cannon was used to push them back. Muslim Students Federation, the student wing of Indian Union Muslim League, took out a march to Alappuzha Collectorate. Protest marches were held before Wayanad Collectorate also on the day. On September 14, while talking to the media, Chief Minister Pinarayi Vijayan said the opposition was taking street protests to crude and dangerous levels. He said a car was pushed before the convoy of K T Jaleel near Paripally junction in Kollam. ""When the convoy slowed down, Yuva Morcha protesters jumped in front of the vehicle. Such a dangerous method of putting a car across the national highway cannot be called a protest,"" he said. Vijayan also said the Congress was resorting to obscenities and perverse actions to take on Kunnthur MLA Kovoor Kunjumon. However, when he was asked about a CPM worker throwing a stone at Chief Minister Oommen Chandy during the UDF tenure, he swatted aside the question. ""We need to think about things that are happening at the moment,"" he said.",Manorama,https://www.onmanorama.com/news/kerala/2020/09/15/agitations-demanding-jaleel-resignation-turn-street-fights.html
2020-09-15,20:48:23,PTI,Booker Prize shortlist: Indian-origin US writer Avni Doshi's novel in,"London: Dubai-based Indian-origin author Avni Doshi is among the six authors shortlisted for the 2020 Booker Prize for her debut novel Burnt Sugar'. The shortlist was unveiled virtually in London on Tuesday after judges re-evaluated the 13 longlisted novels published in the UK or Ireland between October 2019 and September 2020 to whittle down the shortlist for the GBP 50,000 literary prize in November. This utterly compelling read examines a complex and unusual mother-daughter relationship with honest, unflinching realism sometimes emotionally wrenching but also cathartic, written with poignancy and memorability, the judges said of Doshi's entry. Doshi, born in the US and now living in Dubai, has previously spoken about the long journey to her first novel, which was released in India last year as Girl in White Cotton' and for its UK release in July. The rest of the shortlist includes Diane Cook for The New Wilderness', Zimbabwean writer Tsitsi Dangarembga for the third novel in her trilogy This Mournable Body', Maaza Mengiste for The Shadow King', Douglas Stuart for Shuggie Bain' and Brandon Taylor for Real Life'. Literary heavyweight and former double Booker winner Hilary Mantel, in the running for her final instalment in her series set in King Henry VIII's 16th century England 'The Mirror and the Light', failed to make the shortlist cut. The shortlist of six came together unexpectedly, voices and characters resonating with us all even when very different. We are delighted to help disseminate these chronicles of creative humanity to a global audience, said Margaret Busby, literary critic and chair of the 2020 judges. As judges, we read 162 books, many of them conveying important, sometimes uncannily similar and prescient messages,"" she said. ""The best novels often prepare our societies for valuable conversations, and not just about the inequities and dilemmas of the world - whether in connection with climate change, forgotten communities, old age, racism, or revolution when necessary - but also about how magnificent the interior life of the mind, imagination and spirit is, in spite of circumstance, she said. The organisers said that readers of the chosen books will travel to India to unpick an unsettling mother-daughter relationship redefined by dementia with Doshi's entry; explore the tender story of a mother's battle to save her daughter in a dystopian city made inhospitable by the climate crisis; witness a woman confronting the realities of life and morality in Zimbabwe as she descends into poverty. They will uncover the extraordinary tales of the African women who went to war during Italy's 1935 invasion of Ethiopia; find humanity and humour in the harsh realities experienced by a marginalised family in 1980s Glasgow; and question what real life' is in a fresh take on the campus novel, which offers a nuanced account of racism and homophobia. Gaby Wood, Literary Director of the Booker Prize Foundation, said: Every year, judging the Booker Prize is an act of discovery. What's out there, how can we widen the net, how do these books seem when compared to one another, how do they fare when re-read? These are questions judges always ask themselves, and each other. This year there has perhaps been more discovery than usual, both in the sense that debut novels are in the majority, and due to the fact that the judges themselves were surprised to find that was the case. Why were they surprised? They were focussing on the books,"" she said. ""No one wins the Booker Prize because of who they are. A book wins because of what it does. What has transpired is a testament to the judges' faith in among other things first fictions: they have found these writers to have much to say, and found them to have said it in a way that became even richer on a second reading. The Booker Prize for Fiction is open to writers of any nationality, writing in English and published in the UK or Ireland. The shortlist of six books will be announced on September 15, with each shortlisted authors receiving 2,500 pounds and a specially bound edition of their book at the prize ceremony scheduled for November. The 2019 Booker Prize for Fiction was won jointly by The Testaments' by Margaret Atwood and Girl, Woman, Other' by Bernardine Evaristo. First awarded in 1969, the Booker Prize is recognised as the leading prize for literary fiction written in English. The rules of the prize were changed at the end of 2013 to embrace the English language ""in all its vigour, its vitality, its versatility and its glory"", opening it up to writers beyond the UK and Commonwealth, providing they were writing novels in English and published in the UK. The list Diane Cook (USA), The New Wilderness (Oneworld Publications) Tsitsi Dangarembga (Zimbabwe), This Mournable Body (Faber & Faber) Avni Doshi (USA), Burnt Sugar (Hamish Hamilton, Penguin Random House) Maaza Mengiste (Ethiopia/USA), The Shadow King (Canongate Books) Douglas Stuart (Scotland/USA), Shuggie Bain (Picador, Pan Macmillan) Brandon Taylor (USA), Real Life (Originals, Daunt Books Publishing)",Manorama,https://www.onmanorama.com/lifestyle/books/2020/09/15/booker-prize-shortlist-indian-origin-avni-doshi.html
2020-09-15,22:26:12,Onmanorama Staff,"COVID-19: 12 new hotspots in Kerala on Tuesday, 617 in total","The Kerala government designated 12 new regions as hotspots on Tuesday. They are Rajakumari (10, sub ward 12) in Idukki; Alamkode (6, 7) and Areacode (8, 10) in Malappuram; Athirappally (sub ward 4), Puthur (sub wards 13, 19), andKazhoor (8, sub ward 9) in Thrissur; Panachikkad (9) in Kottayam; Alanalloor (3, 4, 18, 22) in Palakkad; Poruvazhi (9) in Kollam; Thondarnadu (5, sub ward 6) and Kalpatta (M) (sub wards 3, 27, 28) in Wayanad; and Mallappuzhassery (sub wards 3, 4) in Pathanamthitta. Meanwhile, 10 regions have been excluded from the hotspots list. They are Thirunavaya (sub ward 17) in Malappuram; Chalakkudy (sub ward 32), Panjal (12),Chazoor (sub ward 17), Kodakara (sub wards 2, 14) and Vallathol Nagar (sub ward 7) in Thrissur; Kadaplamattam (8) and Vechoor (4) in Kottayam; Muthuthala (8) in Palakkad; and Mezhuveli (sub ward 1) in Pathanamthitta. There are currently 617 hotspots in the state.",Manorama,https://www.onmanorama.com/news/kerala/2020/06/12/covid19-coronavirus-hotspots-in-kerala-daily-update.html
2020-09-15,15:46:07,Onmanorama Staff,Court to consider plea to cancel Dileep’s bail in actress assault case on Friday,"Kochi: A special court will consider on Friday a plea by the prosecution seeking to cancel the bail of actor Dileep in the actress assault case. The prosecution had moved the petition pointing out that the actor, through a lawyer, had tried to influence the main witness in the case. The court is also expected to examine actor Mukesh. Other film personalities Siddique and Bhama are likely to appear before the court this week. According to the prosecution, several witnesses who had earlier testified against Dileep, who is one among the prime accused, have changed their statements before the court. Subsequently, the main witness also shifted the stand. The prosecution’s plea says that a lawyer based in Thrissur had tried to influence a witness who had given a statement that he had seen Dileep meeting Pulsar Suni, another accused in the case, at Tennis Club in the town. Considering the prosecution’s suggestion that the lawyer’s action amounted to violation of Dileep’s bail conditions, the special court summoned the lawyer. The court had earlier cancelled the bail of Sunil Kumar, the ninth accused, after he failed to appear before it despite repeated summons. The actress was assaulted on February 18, 2017 and Dileep was arrested on July 17 that year. Dileep, who spent 85 days in jail, was released on bail with stringent conditions by the Kerala High Court.",Manorama,https://www.onmanorama.com/news/kerala/2020/09/15/dileep-bail-actress-assault-case-court-plea.html
2020-09-15,16:29:26,PTI,Jaya Bachchan comes to Bollywood's defense after biting remarks from few 'bad apples',"Veteran actor and Rajya Sabha MP Jaya Bachchan on Tuesday charged that the film industry was being defamed and slammed those from the entertainment industry indulging in it, saying they are biting the hands that feed them.

Though Bachchan did not take any names, her remarks come a day after BJP's Lok Sabha MP and Bhojpuri actor Ravi Kishan said there was problem of drug addiction in the film industry and also actor Kangana Ranaut's recent remarks calling Bollywood a 'gutter'.

Through a Zero Hour mention in Rajya Sabha, Bachchan said the entertainment industry was being flogged by social media and asked the government to protect and support it.

Without taking names, the Samajwadi Party MP said she completely disagrees with those who called the entertainment industry a ""gutter"".

 People in the entertainment industry are being flogged by social media. People who made their names in the industry have called it a gutter. I completely disagree. I hope that govt tells such people not to use this kind of language: MP Jaya Bachchan in Rajya Sabha pic.twitter.com/3OkeUrXnqP ""People who have made a name in this industry have called it a gutter. I completely disagree and I really disassociate,"" she said.

In a reference to Kishan's statement in Lok Sabha on the alleged Bollywood drug cartel, Bachchan said she was ""really embarrassed and ashamed.""

""Jis thali mein khate hai Usme chhed karte hai. Galat baat hai,"" she said referring to a popular Hindi proverb that means to bite the hands that feed you.

""I was really embarrassed and ashamed that yesterday (September 14) one of our members in the Lok Sabha, who is from the industry, spoke. I am not taking names. It is a shame,"" she said.

She said the entertainment industry in the country provides direct employment to 5 lakh people daily and indirect employment to 5 million people.

""At a time when the financial situation is in a depressing state and employment rate at the worst levels, in order to divert the attention of people, we are being flogged by social media"" and there is no support from the government, she said.

Bachchan said the government should come forward and support the entertainment industry.

""I hope the government tells these people who have made their earning, name and fame in this industry to stop using such language,"" she said.

""There are people in the entertainment industry who are some of the highest taxpayers (in the country). They are still being harassed,"" she said.

The government, she said, must stand by the entertainment industry.

""I think the government must stand by the entertainment industry because it always comes forward to help the government in whatever good work it takes up. They come and speak for them, they support them. If there is a national calamity, they come forward, they give money and their services,"" she said.

""I think it is very very important that the government must support this industry and not kill it. Just because there are few people, you cannot tarnish the image of the entire industry,"" she said, adding the industry brings international name and recognition besides a base for political ambitions.

She went on to say that all kinds of promises are made to the entertainment industry but it has never got its due.

""Sir, I get very worked up and very emotional. I have too many things to say but you are not giving me enough time and opportunity,"" she told Rajya Sabha Chairman M Venkaiah Naidu.

""I need protection, the industry needs the protection and support of the government,"" she added.",Manorama,https://www.onmanorama.com/entertainment/entertainment-news/2020/09/15/jaya-bachchan-slams-kangana-ravi-kishan-biting-hands-that-feeds-them.html
2020-09-16,07:28:00,,"Israel, UAE and Bahrain sign Abraham Accord; Trump says ""dawn of new Middle East""",,Mathrubhumi,https://english.mathrubhumi.com/news/nri/israel-uae-and-bahrain-sign-abraham-accord-trump-says-dawn-of-new-middle-east--1.5057437
2020-09-16,07:39:00,,"Rs 39 crore financial aid distributed to 78,000 returned NRIs",,Mathrubhumi,https://english.mathrubhumi.com/news/nri/rs-39-crore-financial-aid-distributed-to-78-000-returned-nris-1.5057441
2020-09-16,07:56:00,,"Japan's PM Shinzo Abe resigns, clearing way for successor",,Mathrubhumi,https://english.mathrubhumi.com/news/world/japan-s-pm-shinzo-abe-resigns-clearing-way-for-successor-1.5057447
2020-09-16,07:37:00,,Forest department makes certificate mandatory for snake catching in the state,"Thiruvananthapuram: As per the latest guidelines, only those people who complete their training under the forest department and secure a certificate will be allowed to catch snakes in Kerala. This is the first time in the country that guidelines have been prepared by a state to provide training to interested people in this field. Chief Wildlife Warden, Surendrakumar, said that the intent of the program is to help people catch snakes scientifically and then release them into their natural habitats. A mobile application called ‘Sarppa’ has been developed to ensure the safety of snakes and security of the public. The department is also mulling the possibility of providing group insurance protection for the licensed snake catchers. 	",Mathrubhumi,https://english.mathrubhumi.com/news/kerala/forest-department-makes-certificate-mandatory-for-snake-catching-in-the-state-1.5057444
2020-09-15,20:41:00,,"K. Surendran has lost his mind, says Pinarayi Vijayan","Thiruvananthapuram: Chief Minister Pinarayi Vijayan said that BJP state president K. Surendran has lost his mind and is saying things according to his whims and fancies. Pinarayi Vijayan was responding to questions regarding the BJP leader’s statement that more evidence regarding the gold smuggling case will come out if the CM’s daughter was questioned. “He thinks about something all of a sudden and says it out loud. I am not the person to respond to such outbursts. I have more things to tell him but that cannot happen at a press conference. I am not Surendran,” said the CM. The state president of a party is making baseless allegations. BJP must think if such a person should continue as its state chief, Pinarayi Vijayan said. “It has come to a point where he is saying things according to his whims and fancies. In politics, there are certain etiquettes that must be followed. Is he following them? Surendran must explain on what basis he is making such allegations,” the CM demanded. “They are spreading rumours about us and are even dragging our family members into it. But such actions will not bother us. The public is viewing this. They can understand what their motives are. Efforts to mislead will not work here,” Pindarayi Vijayan added. The CM added that efforts are being made to tarnish the image of the LDF government which is free from corruption. ",Mathrubhumi,https://english.mathrubhumi.com/news/kerala/k-surendran-has-lost-his-mind-says-pinarayi-vijayan-1.5055391
2020-09-15,18:01:00,,"3,215 new COVID-19 cases in Kerala on Tuesday; 3,013 through contact","Thiruvananthapuram: Kerala recorded 3,215 new COVID-19 cases on Tuesday, said Chief Minister Pinarayi Vijayan in a press meet here. Out of the fresh infections, 3,013 were through contact and the infection source of 313 remains unknown. 12 deaths were also confirmed due to Covid-19. As many as 89 health workers were also confirmed of the infection. Meanwhile, 2,532 patients recovered from the disease. Among the new COVID cases reported on Tuesday, 43 persons had returned from abroad while 70 returned from other states. The district-wise statistics of positive cases are: Thiruvananthapuram – 656, Malappuram - 348, Kozhikode – 382, Alappuzha – 338, Kozhikode – 260, Ernakulam – 239, Kollam – 234, Kannur – 213, Kottayam – 192, Thrissur  – 188, Kasaragod – 172, Pathanamthitta – 146, Palakkad – 136, Wayanad – 64 and Idukki - 29. The casualties confirmed of Covid-19 on Tuesday were Thrissur Venmanad native Muhammad Ali Haji (87), who died on September 5, Malappuram Valavannur native Madhavan (63), who died on September 7, Thiruvananthapuram Parassala native Leela (60), Thiruvananthapuram native Hareendran (67), Thiruvananthapuram Beemappally native Shahunathumma (64), Thiruvananthapuram Vilappilsala native Narayana Pillai (89), Kozhikode Parambil native Raveendran (69), Thrissur Pambur native Paulson (53) and Thrissur Vazhani native Chandran Nair (79), who died on September 8, Thiruvananthapuram Poovar native Stanley (54) and Ernakulam Kunnatheri native Ismail (55), who died on September 9 and Palakkad Ambalappara native Khalid (55), who died on August 6. With this, the death toll touched 466. The district-wise cases of contact cases are: Thiruvananthapuram – 626, Alappuzha – 327, Malappuram – 324, Kozhikode – 256, Kollam – 229, Ernakulam – 229, Kottayam – 189, Thrissur – 180, Kasaragod – 168, Kannur – 165, Palakkad – 132, Pathanamthitta – 99, Wayanad – 62 and Idukki 27. Among the 89 health workers confirmed with COVID-19 on Tuesday, 31 are from Kannur, 23 are from Thiruvananthapuram, 8 are from Malappuram, 7 are from Ernakulam, 6 are from Pathanamthitta, 5 are from Thrissur, 4 are from Kasaragod, 3 are from Palakkad and 1 each is from Alappuzha and Wayanad. The district-wise statistics of negative cases are: Thiruvananthapuram – 268, Kollam – 151, Pathanamthitta – 122, Alappuzha – 234, Kottayam – 138, Idukki – 43, Ernakulam – 209, Thrissur – 120, Palakkad – 120, Malappuram – 303, Kozhikode – 306, Wayanad – 32, Kannur – 228 and Kasaragod – 258. There are 31,156 active coronavirus cases in Kerala at present. 82,345 have recovered. As many as 2,08,141 are under observation. Among them, 1,85,514 are in home/institutional quarantine while 22,627 are in hospitals. 2,324 were admitted to hospitals on Tuesday. 41,054 samples were tested in the last 24 hours. So far, 21,98,858 samples were sent for testing in different categories. 1,90,612 samples were collected from priority groups as part of sentinel surveillance. 12 new COVID hotspots were identified in Kerala on Tuesday while 10 areas were removed from the list. Currently, there are 617 hotspots in the state.     	",Mathrubhumi,https://english.mathrubhumi.com/news/kerala/3-215-new-covid-19-cases-in-kerala-on-tuesday-3-013-through-contact-1.5055226
2020-09-15,17:59:00,,Controversy over CM's signature: Action against woman official in PAR department,"Thiruvananthapuram: In connection with a controversy that erupted over the chief minister’s signature, action has been taken against a woman official in the Personnel and Administrative Reforms Department. The deputy secretary of the department was transferred to the Social Justice Department.  BJP spokesperson Sandeep Warrier had disclosed a file from this department and claimed that it had a forged signature of the Chief Minister. Though the file came to light as per the RTI act, it is suspected that the details of the same was handed over by the deputy secretary. As per reports, the government sources have received evidence in this regard. Following this, the deputy secretary was transferred. The woman official’s name was included in the transfer order of six employees, including deputy secretaries and undersecretaries at the Secretariat.  Though the Chief Minister had given an explanation after the controversy, a probe was initiated to find out how the file was leaked. This resulted in the action against the official. ",Mathrubhumi,https://english.mathrubhumi.com/news/kerala/controversy-over-cm-s-signature-action-against-woman-official-in-par-department-1.5055228
